4324	20944.0	12965.0
4770	21917.0	13957.0
3607	15959.999999999998	9975.0
3566	14960.0	9971.0
3485	14958.0	9959.0
2190	9978.0	4986.0
3604	14722.0	10590.0
4447	18913.0	13157.0
3484	14960.0	10971.0
3437	13964.0	9973.0
1133	3988.0	2992.0
1411	4987.0	3989.9999999999995
4184	17954.0	11075.0
4494	19789.0	12970.0
3834	16887.0	10975.0
3463	13960.0	9970.0
1561	6984.0	4629.0
3653	15902.0	10965.0
1504	7054.0	4881.0
3491	16952.0	10972.0
3146	14992.0	12196.0
3577	15962.0	9970.0
4105	17952.0	11064.0
2888	11968.0	7981.0
3073	12921.0	7939.999999999999
1753	6986.0	3990.9999999999995
1561	6023.0	4094.0000000000005
3671	14968.0	10968.0
4523	19950.0	12970.0
2882	11959.0	6982.0
2155	7979.999999999999	5983.0
1871	7415.0	4548.0
3263	13856.0	8932.0
2928	12930.0	7978.000000000001
2208	8794.0	5946.0
1184	5017.0	2991.0
1397	4957.0	4016.9999999999995
1709	6051.0	4921.0
2540	10901.0	7011.0
1290	5025.0	3174.0
1446	5983.0	3993.0
1191	4966.0	3000.0
4757	20954.0	13944.0
2147	8992.0	5526.0
4896	21909.0	15956.000000000002
1221	4889.0	3017.0
2055	8974.0	5953.0
1671	7908.999999999999	4986.0
2167	9975.0	5986.0
1169	4093.0000000000005	2853.0
4836	21996.0	13951.0
1528	6007.0	3989.0000000000005
2204	8978.0	5243.0
3413	13967.0	9056.0
2875	11970.0	7063.0
4155	17967.0	11965.0
1153	5042.0	2936.0
2587	10969.0	6948.0
3135	17953.0	13996.0
2962	12875.0	8035.000000000001
1527	5983.0	3989.0000000000005
2175	8974.0	5986.0
1537	5986.0	3949.0000000000005
4127	17953.0	12110.0
3929	16835.0	11959.0
3621	15966.000000000002	10962.0
2068	8270.0	4981.0
3255	13857.0	8976.0
4104	16924.0	11965.0
2413	11035.0	6905.0
2429	9973.0	6979.0
4014	16949.0	11936.0
4826	21980.0	13959.0
2346	9976.0	6015.0
4383	19944.0	11964.0
1691	6983.0	3979.0
1633	5974.0	4993.0
3416	16018.999999999998	8886.0
4562	19945.0	12966.0
1415	5942.0	3029.0
2435	10046.0	6939.0
3686	15959.999999999998	10930.0
3562	15958.0	10931.0
2499	13963.0	9030.0
1987	7978.000000000001	5984.0
1274	3989.0000000000005	3989.0000000000005
4741	19947.0	13962.0
2041	7979.0	5254.0
1578	5912.0	3990.9999999999995
3596	14960.0	9973.0
4284	17952.0	12965.0
1767	7127.0	3843.0
2771	10970.0	7979.0
3646	15956.999999999998	9973.0
2342	9974.0	5984.0
1173	3749.0	2915.0
3993	17952.0	11032.0
4441	20862.0	12966.0
4388	19897.0	13349.0
3989	17953.0	10970.0
